Dst Port,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Header Length.1,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
21,8924506,9,15,104,188,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,32.71889783,2.689224479,388022.0,1000186.916,3094403,1,5782037,722754.625,1321725.344,2989177,49,8924401,637457.2143,1233581.621,3094403,1,0,0,0,0,296,488,1.00845918,1.6807653,0,34,11.68,12.56224502,157.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,245,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57142.85714,12244.89796,122.5,50.20458146,158,87,245,245.0,0.0,245,245,0,0.0,0.0,0,0,1,0,0,0,64,20,8163.265306,4081.632653,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9454924,9,15,99,188,23,0,11.0,8.717797887,34,0,12.53333333,14.54975045,30.35455388,2.538359906,411083.6522,1073048.18,3520625,3,5889038,736129.75,1363113.787,3071370,252,9454838,675345.5714,1325290.83,3520625,3,0,0,0,0,296,488,0.951884965,1.586474942,0,34,11.48,12.45364739,155.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9538992,9,15,102,188,23,0,11.33333333,8.986100378,34,0,12.53333333,14.54975045,30.40153509,2.515989111,414738.7826,1073711.362,3419276,3,6077766,759720.75,1390061.766,3048542,13,9538889,681349.2143,1324907.966,3419276,3,0,0,0,0,296,488,0.943495917,1.572493194,0,34,11.6,12.51332623,156.5833333,0,0,0,1,0,0,0,0,1,12.08333333,11.33333333,12.53333333,296,0,0,0,0,0,0,9,102,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,368,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,38043.47826,8152.173913,184.0,142.8355698,285,83,368,368.0,0.0,368,368,0,0.0,0.0,0,0,1,0,0,0,64,20,5434.782609,2717.391304,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8790866,9,15,107,188,25,0,11.88888889,9.623466689,34,0,12.53333333,14.54975045,33.55755849,2.730106454,382211.5652,992170.8798,2984481,3,5764163,720520.375,1334190.181,3007342,4,8790801,627914.3571,1224654.433,2984481,3,0,0,0,0,296,488,1.02378992,1.706316534,0,34,11.8,12.66885946,160.5,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,208,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,67307.69231,14423.07692,104.0,22.627417,120,88,208,208.0,0.0,208,208,0,0.0,0.0,0,0,1,0,0,0,64,20,9615.384615,4807.692308,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,223,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,62780.26906,13452.9148,111.5,43.13351365,142,81,223,223.0,0.0,223,223,0,0.0,0.0,0,0,1,0,0,0,64,20,8968.609865,4484.304933,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,4099543,6,6,31,76,17,0,5.166666667,8.060190238,34,0,12.66666667,14.67878287,26.10047022,2.927155539,372685.7273,1052692.041,3515510,46,4099543,819908.6,1567068.361,3596697,48,4061995,812399.0,1525504.023,3515510,606,0,0,0,0,200,200,1.46357777,1.46357777,0,34,8.230769231,11.70579519,137.025641,0,0,0,1,0,0,0,0,1,8.916666667,5.166666667,12.66666667,200,0,0,0,0,0,0,6,31,6,76,29200,227,2,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8850439,9,15,110,188,23,0,12.22222222,9.909310997,34,0,12.53333333,14.54975045,33.67064617,2.711729893,384801.6957,999018.4369,3112665,3,5693673,711709.125,1315687.31,2883173,3,8850317,632165.5,1233125.606,3112665,3,0,0,0,0,296,488,1.01689871,1.694831183,0,34,11.92,12.7440182,162.41,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8691597,9,15,117,188,28,0,13.0,11.0,34,0,12.53333333,14.54975045,35.09136468,2.761287713,377895.5217,995699.2363,3267517,1,5383558,672944.75,1267460.122,3147832,3,8691499,620821.3571,1231011.573,3267517,1,0,0,0,0,296,488,1.035482892,1.72580482,0,34,12.2,13.0511813,170.3333333,0,0,0,1,0,0,0,0,1,12.70833333,13.0,12.53333333,296,0,0,0,0,0,0,9,117,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,7815082,9,15,99,188,20,0,11.0,8.544003745,34,0,12.53333333,14.54975045,36.72386291,3.070985052,339786.1739,879645.5677,2784771,3,5254837,656854.625,1214743.853,2827480,3,7814963,558211.6429,1085439.015,2784771,3,0,0,0,0,296,488,1.151619394,1.919365657,0,34,11.48,12.41343358,154.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,226,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61946.90265,13274.33628,113.0,72.12489168,164,62,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,0,0,0,64,20,8849.557522,4424.778761,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,19,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,736842.1053,105263.1579,19.0,0.0,19,19,19,19.0,0.0,19,19,0,0.0,0.0,0,0,1,0,0,0,64,0,105263.1579,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9263220,9,15,108,188,23,0,12.0,9.656603958,34,0,12.53333333,14.54975045,31.95433122,2.59089172,402748.6957,1054227.316,3487310,3,6657332,832166.5,1542498.383,3529691,245,9263063,661647.3571,1302444.704,3487310,3,0,0,0,0,296,488,0.971584395,1.619307325,0,34,11.84,12.67767066,160.7233333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,220,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,83.43860018,169,51,220,220.0,0.0,220,220,0,0.0,0.0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,216,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,64814.81481,13888.88889,108.0,52.32590181,145,71,216,216.0,0.0,216,216,0,0.0,0.0,0,0,1,0,0,0,64,20,9259.259259,4629.62963,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9026670,9,15,105,188,22,0,11.66666667,9.273618495,34,0,12.53333333,14.54975045,32.45936763,2.658787792,392463.913,1018430.159,3104030,3,6051757,756469.625,1399026.158,3148465,48,9026519,644751.3571,1257021.366,3104030,3,0,0,0,0,296,488,0.997045422,1.66174237,0,34,11.72,12.58146785,158.2933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9930843,9,15,107,188,28,0,11.88888889,9.93031274,34,0,12.53333333,14.54975045,29.70543387,2.416713264,431775.7826,1126490.242,3506814,3,6494594,811824.25,1510084.391,3549539,4,9930722,709337.2857,1391219.178,3506814,3,0,0,0,0,296,488,0.906267474,1.51044579,0,34,11.8,12.74754878,162.5,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9613717,9,15,100,188,22,0,11.11111111,8.85218115,34,0,12.53333333,14.54975045,29.95719554,2.496432961,417987.6957,1085423.823,3427479,3,6516041,814505.125,1505406.638,3472214,3,9613603,686685.9286,1339812.192,3427479,3,0,0,0,0,296,488,0.936162361,1.560270601,0,34,11.52,12.48372274,155.8433333,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9126723,9,15,103,188,23,0,11.44444444,9.098229376,34,0,12.53333333,14.54975045,31.88439049,2.629640453,396814.0435,1049664.929,3602025,1,6856806,857100.75,1586547.567,3646456,1,9126597,651899.7857,1298274.438,3602025,3,0,0,0,0,296,488,0.98611517,1.643525283,0,34,11.64,12.53953747,157.24,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8699907,9,15,110,188,25,0,12.22222222,9.984710534,34,0,12.53333333,14.54975045,34.25323972,2.758650179,378256.8261,974505.5026,3131492,20,5527202,690900.25,1255604.773,2761956,223,8699842,621417.2857,1201837.238,3131492,45,0,0,0,0,296,488,1.034493817,1.724156362,0,34,11.92,12.76362018,162.91,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,110,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,127272.7273,27272.72727,55.0,11.3137085,63,47,110,110.0,0.0,110,110,0,0.0,0.0,0,0,1,0,0,0,64,20,18181.81818,9090.909091,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8821480,9,15,99,188,23,0,11.0,8.717797887,34,0,12.53333333,14.54975045,32.53422328,2.720631912,383542.6087,997428.102,3151279,47,6140972,767621.5,1420064.475,3194113,247,8821395,630099.6429,1231390.164,3151279,47,0,0,0,0,296,488,1.020236967,1.700394945,0,34,11.48,12.45364739,155.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8891053,9,15,109,188,23,0,12.11111111,9.790868762,34,0,12.53333333,14.54975045,33.40436729,2.699342811,386567.5217,1010493.798,3396713,3,5453719,681714.875,1259916.515,2752718,4,8890951,635067.9286,1248228.185,3396713,3,0,0,0,0,296,488,1.012253554,1.687089257,0,34,11.88,12.71259218,161.61,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,213,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,65727.69953,14084.50704,106.5,30.40559159,128,85,213,213.0,0.0,213,213,0,0.0,0.0,0,0,1,0,0,0,64,20,9389.671362,4694.835681,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9249359,9,15,120,188,29,0,13.33333333,11.368817,34,0,12.53333333,14.54975045,33.29960487,2.594774405,402146.0435,1047686.21,3275069,3,6046573,755821.625,1406295.955,3319501,3,9249243,660660.2143,1293693.709,3275069,3,0,0,0,0,296,488,0.973040402,1.621734003,0,34,12.32,13.1647256,173.31,0,0,0,1,0,0,0,0,1,12.83333333,13.33333333,12.53333333,296,0,0,0,0,0,0,9,120,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,10110525,9,15,98,188,20,0,10.88888889,8.432740427,34,0,12.53333333,14.54975045,28.28735402,2.373763974,439588.0435,1145133.056,3616778,3,6446828,805853.5,1490363.101,3257963,283,10100000,722171.8571,1414007.864,3616778,3,0,0,0,0,296,488,0.89016149,1.483602484,0,34,11.44,12.38978074,153.5066667,0,0,0,1,0,0,0,0,1,11.91666667,10.88888889,12.53333333,296,0,0,0,0,0,0,9,98,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9342986,9,15,117,188,28,0,13.0,11.06797181,34,0,12.53333333,14.54975045,32.6448097,2.568771911,406216.7826,1056945.987,3370201,3,5930419,741302.375,1370714.392,2999651,60,9342894,667349.5714,1304945.217,3370201,3,0,0,0,0,296,488,0.963289467,1.605482444,0,34,12.2,13.07032262,170.8333333,0,0,0,1,0,0,0,0,1,12.70833333,13.0,12.53333333,296,0,0,0,0,0,0,9,117,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9530496,9,15,105,188,23,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,30.74341566,2.518232,414369.3913,1083077.378,3534592,3,5953191,744148.875,1380650.329,3183551,3,9530409,680743.5,1337873.485,3534592,4,0,0,0,0,296,488,0.944337,1.573895,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8558819,9,15,108,188,23,0,12.0,9.656603958,34,0,12.53333333,14.54975045,34.58421074,2.804125195,372122.5652,978860.4529,3250297,3,5522019,690252.375,1306624.818,3294229,216,8558695,611335.3571,1209976.02,3250297,3,0,0,0,0,296,488,1.051546948,1.752578247,0,34,11.84,12.67767066,160.7233333,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,2,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,7000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,217,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,64516.12903,13824.88479,108.5,28.99137803,129,88,217,217.0,0.0,217,217,0,0.0,0.0,0,0,1,0,0,0,64,20,9216.589862,4608.294931,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,205,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,68292.68293,14634.14634,102.5,36.06244584,128,77,205,205.0,0.0,205,205,0,0.0,0.0,0,0,1,0,0,0,64,20,9756.097561,4878.04878,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,258,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54263.56589,11627.90698,129.0,53.74011537,167,91,258,258.0,0.0,258,258,0,0.0,0.0,0,0,1,0,0,0,64,20,7751.937984,3875.968992,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8239200,9,15,104,188,23,0,11.55555556,9.193898943,34,0,12.53333333,14.54975045,35.44033401,2.912904165,358226.087,928678.6963,2952875,4,5758576,719822.0,1326891.338,2996192,4,8239138,588509.8571,1146118.556,2952875,48,0,0,0,0,296,488,1.092339062,1.820565103,0,34,11.68,12.56224502,157.81,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
